Grid,Label,RSSI_0_0,RSSI_0_8,RSSI_8_0,RSSI_8_8,RSSI_16_0,RSSI_16_8
13_3,in,,,-60.0,-79.0,-80.0,-84.0
13_3,in,,,-66.0,-77.0,-72.0,-83.0
13_3,in,,,,,-72.0,-79.0
13_3,in,,,,-79.0,-78.0,
13_3,in,,,,-79.0,,
13_3,in,,,-60.0,,-73.0,-83.0
13_3,in,,,,,-77.0,-82.0
13_3,in,,,-76.0,-84.0,-78.0,-79.0
13_3,in,,,,,-71.0,
13_3,in,,,,,-71.0,
13_3,in,,,-66.0,,-71.0,-79.0
13_3,in,,,-66.0,-79.0,,-83.0
13_3,in,,,,-78.0,-73.0,
13_3,in,,,-60.0,-84.0,-71.0,-79.0
13_3,in,,,-66.0,-78.0,-74.0,-83.0
13_3,in,,,,,-71.0,
13_3,in,,,-66.0,-84.0,-79.0,127.0
13_3,in,,,,-81.0,,-82.0
13_3,in,,,-62.0,-79.0,-73.0,
13_3,in,,,-66.0,-79.0,-78.0,
13_3,in,,,-70.0,-78.0,-70.0,
13_3,in,,,-66.0,,-71.0,
13_3,in,,,-66.0,-79.0,-71.0,-83.0
13_3,in,,,-66.0,,,-82.0
13_3,in,,,-66.0,-78.0,-78.0,-79.0
13_3,in,,,-66.0,-79.0,,-83.0
13_3,in,,,,-85.0,-78.0,-82.0
13_3,in,,,-64.0,-80.0,,-82.0
13_3,in,,,-62.0,-79.0,-78.0,-80.0
13_3,in,,,,-79.0,-79.0,-83.0
13_3,in,,,-60.0,-79.0,-79.0,
13_3,in,,,,-85.0,-78.0,-82.0
13_5,in,,,-64.0,-77.0,-75.0,-79.0
13_5,in,,,-62.0,-80.0,-79.0,-80.0
13_5,in,,,-62.0,-77.0,-77.0,-76.0
13_5,in,,,-60.0,-84.0,-77.0,-76.0
13_5,in,,-92.0,-74.0,-77.0,-77.0,-76.0
13_5,in,,-90.0,,-78.0,-77.0,-78.0
13_5,in,,,-62.0,-80.0,-77.0,-76.0
13_5,in,,-90.0,-60.0,,-77.0,-76.0
13_5,in,,,,-78.0,-76.0,-79.0
13_5,in,,,-60.0,-84.0,-83.0,-76.0
13_5,in,,,-60.0,-85.0,-84.0,-78.0
13_5,in,,,-72.0,-79.0,-77.0,-78.0
13_5,in,,,,-79.0,,-79.0
13_5,in,,,-62.0,-77.0,-83.0,-78.0
13_5,in,,,,-83.0,-77.0,
13_5,in,,,,-78.0,-77.0,
13_5,in,,,,,-84.0,
13_5,in,,,,-82.0,-77.0,-79.0
13_5,in,,,-60.0,-83.0,-77.0,-79.0
13_5,in,,,-72.0,-78.0,,-78.0
13_5,in,,,-72.0,-83.0,-81.0,
13_5,in,,,-60.0,-84.0,-81.0,-79.0
13_5,in,,,-60.0,-82.0,-78.0,-80.0
13_5,in,,,,-77.0,-77.0,-78.0
13_5,in,,,-72.0,-77.0,-77.0,
13_5,in,,-90.0,-60.0,-78.0,,
13_5,in,,,,-82.0,-83.0,
13_5,in,,,-62.0,-83.0,-84.0,-80.0
13_5,in,,,,,-77.0,-76.0
13_5,in,,,-72.0,-84.0,-77.0,-78.0
13_5,in,,-88.0,,-78.0,-77.0,
13_5,in,,-90.0,-62.0,-78.0,-77.0,
13_5,in,,-90.0,,-77.0,-79.0,
13_5,in,,-90.0,-60.0,-85.0,,-78.0
13_5,in,-98.0,-90.0,,-77.0,,-80.0
13_5,in,,,,-77.0,,-79.0
13_5,in,,,-62.0,-76.0,-77.0,
13_5,in,,-90.0,-62.0,-79.0,-83.0,
13_5,in,,-94.0,-72.0,-77.0,-79.0,-78.0
13_5,in,,,-64.0,-79.0,-79.0,-76.0
13_5,in,,,,-77.0,-77.0,
13_5,in,,,-64.0,-76.0,-78.0,
13_5,in,,,-64.0,-86.0,-82.0,-78.0
13_5,in,,-94.0,-44.0,-79.0,-84.0,-75.0
13_5,in,,-94.0,-60.0,-79.0,,
13_5,in,,-90.0,-64.0,-83.0,-82.0,
13_5,in,,,-74.0,-75.0,-77.0,
13_5,in,,,-72.0,-76.0,-77.0,
13_5,in,,-90.0,,-83.0,-77.0,-78.0
13_5,in,,-88.0,,-81.0,-83.0,
13_5,in,,-90.0,-64.0,-92.0,-82.0,-76.0
13_5,in,,-90.0,-64.0,-85.0,-83.0,-76.0
13_5,in,,,-62.0,-83.0,-78.0,-76.0
13_5,in,,,-76.0,-87.0,-84.0,-80.0
13_5,in,-97.0,-94.0,-64.0,-90.0,-77.0,-80.0
13_5,in,,-92.0,,-84.0,-77.0,-76.0
13_5,in,,,-62.0,-85.0,-77.0,-76.0
13_5,in,,-90.0,-62.0,-81.0,-79.0,-80.0
13_5,in,,-90.0,-62.0,-84.0,-77.0,-76.0
13_5,in,,,-72.0,-78.0,-78.0,-78.0
13_5,in,,-94.0,-60.0,-81.0,-84.0,-78.0
13_5,in,-100.0,,,-82.0,-83.0,-80.0
13_5,in,-99.0,,-72.0,-81.0,-77.0,-77.0
13_5,in,,-88.0,,,-83.0,-76.0
13_5,in,,,-60.0,,-83.0,
13_5,in,,-90.0,-50.0,,-77.0,
13_5,in,,,,-78.0,-78.0,-76.0
13_5,in,,-94.0,,-78.0,,
13_5,in,,,-60.0,-81.0,-82.0,-78.0
13_5,in,,,-62.0,-79.0,,-80.0
13_5,in,,,-64.0,-78.0,-82.0,
13_5,in,,,-64.0,-79.0,-77.0,-78.0
13_5,in,,,,-79.0,-83.0,-80.0
13_5,in,,,-60.0,-79.0,,-76.0
13_5,in,,-90.0,-60.0,-79.0,-77.0,-79.0
13_5,in,,,-64.0,-79.0,-77.0,-79.0
13_5,in,,,,,-83.0,-78.0
13_5,in,,,,-81.0,-83.0,-79.0
13_5,in,,-90.0,-64.0,-79.0,,-80.0
13_5,in,,-94.0,-62.0,,,-79.0
13_5,in,,,-64.0,-81.0,,
13_5,in,,-90.0,,,-78.0,
13_5,in,,,-64.0,-79.0,-78.0,-79.0
13_5,in,,-90.0,-62.0,-79.0,-83.0,-76.0
13_5,in,,,,-80.0,-77.0,
13_5,in,,,,-79.0,-77.0,
13_5,in,,,-64.0,-81.0,-83.0,
13_5,in,,-90.0,-62.0,-78.0,,-80.0
13_5,in,,,-74.0,-79.0,-77.0,-80.0
13_5,in,,,-64.0,,,
13_5,in,,,-62.0,-79.0,,
13_5,in,,,,-79.0,,-80.0
13_5,in,,-88.0,,-79.0,-81.0,
13_5,in,,,-62.0,-79.0,,
13_5,in,,-94.0,-64.0,-79.0,-78.0,
13_5,in,,,,-79.0,-83.0,
13_5,in,,-88.0,-64.0,-82.0,-77.0,-79.0
13_5,in,,,-64.0,-82.0,-77.0,-76.0
13_5,in,,,-70.0,-79.0,-78.0,
13_5,in,,,,-81.0,,-79.0
13_7,in,,,-70.0,-79.0,-83.0,-73.0
13_7,in,,,-68.0,-81.0,-88.0,-73.0
13_7,in,,,-68.0,-84.0,-88.0,-75.0
13_7,in,,,-66.0,,-82.0,-74.0
13_7,in,,,-68.0,-86.0,-84.0,-78.0
13_7,in,,,-68.0,-84.0,-84.0,-76.0
13_7,in,,,,-81.0,-85.0,-73.0
13_7,in,,,-68.0,-82.0,-88.0,-75.0
13_7,in,,,,-83.0,-82.0,-76.0
13_7,in,,,-72.0,-82.0,-90.0,-77.0
13_7,in,,,,-81.0,-82.0,-78.0
13_7,in,,,-68.0,-83.0,-82.0,-75.0
13_7,in,,,,-81.0,-86.0,
13_7,in,,,-68.0,-81.0,-85.0,
13_7,in,,,,,-85.0,-74.0
13_7,in,,,-66.0,-82.0,-85.0,
13_7,in,,,-64.0,-83.0,,-74.0
13_7,in,,,-70.0,,,-75.0
13_7,in,,,,-79.0,,-74.0
13_7,in,,,-64.0,-81.0,-81.0,-74.0
13_7,in,,,-68.0,-80.0,-82.0,-73.0
13_7,in,,,,-81.0,-84.0,
13_7,in,,,-64.0,-81.0,,-75.0
13_7,in,,,,-79.0,,-72.0
13_7,in,,,-66.0,-79.0,-81.0,
13_7,in,,,,-79.0,,-76.0
13_7,in,,,-70.0,-81.0,,
13_7,in,,,-70.0,-79.0,,-75.0
13_7,in,,,-66.0,-77.0,,-75.0
13_7,in,,,,-79.0,,-75.0
13_7,in,,,-64.0,-79.0,,
13_7,in,,-92.0,-72.0,,,-78.0
13_7,in,,,,-77.0,-85.0,-75.0
13_7,in,,,-52.0,-79.0,-88.0,-73.0
13_7,in,,-94.0,-70.0,-81.0,,-74.0
13_7,in,,,-70.0,-80.0,,-74.0
13_7,in,,-92.0,-64.0,-78.0,-80.0,
13_7,in,,,-64.0,-80.0,,
13_7,in,,,,-82.0,,-73.0
13_7,in,,,-70.0,-80.0,,-74.0
13_7,in,,,-66.0,,,
13_7,in,,,-70.0,-77.0,,
13_7,in,,-96.0,-66.0,-79.0,-83.0,-74.0
13_7,in,,-94.0,-68.0,-80.0,-82.0,-75.0
13_7,in,,,-68.0,,-84.0,-73.0
13_7,in,,-96.0,-66.0,-80.0,-84.0,
13_7,in,,,-64.0,-81.0,-81.0,
13_7,in,,,-70.0,-80.0,-82.0,-75.0
13_7,in,,,-70.0,-79.0,-86.0,-73.0
13_7,in,,,,-80.0,,
13_7,in,,,-66.0,-85.0,-82.0,
13_7,in,,-90.0,-66.0,-89.0,-82.0,-83.0
13_7,in,,,-72.0,-90.0,-84.0,-74.0
13_7,in,,,-64.0,-84.0,-81.0,-78.0
13_7,in,,-94.0,-68.0,-81.0,-87.0,-74.0
13_7,in,,-94.0,-70.0,-83.0,-84.0,-74.0
13_7,in,,,-68.0,-82.0,-82.0,-77.0
13_7,in,,,-70.0,-83.0,-88.0,-73.0
13_7,in,,,-72.0,-82.0,-83.0,-74.0
13_7,in,,,,-79.0,-89.0,-77.0
13_7,in,,,-70.0,-79.0,-88.0,-74.0
13_7,in,,,-70.0,,-86.0,-75.0
13_7,in,,,,,-82.0,-78.0
13_7,in,,-96.0,,-81.0,,-74.0
13_7,in,,,-70.0,-79.0,,-75.0
13_7,in,,,-70.0,-80.0,-86.0,
13_7,in,,,-70.0,-80.0,-82.0,
13_7,in,,,-66.0,-82.0,-84.0,-74.0
13_7,in,,-96.0,,-81.0,-90.0,-74.0
13_7,in,,,-70.0,-82.0,-87.0,
13_7,in,,,,-79.0,,
13_7,in,,,-68.0,-81.0,-81.0,
13_7,in,,,,-82.0,-84.0,-78.0
13_7,in,,,-60.0,-81.0,,-75.0
13_7,in,,,-70.0,,,-74.0
13_7,in,,,-70.0,-81.0,,
13_7,in,,,,,,
13_7,in,,,-66.0,-81.0,-83.0,-78.0
13_7,in,,-92.0,-70.0,-83.0,-84.0,-74.0
13_7,in,,,-68.0,-81.0,-82.0,
13_7,in,,,-70.0,-82.0,-80.0,-75.0
13_7,in,,,-70.0,-81.0,-80.0,-75.0
13_7,in,,,-68.0,-80.0,-80.0,-75.0
13_7,in,,,,,,
13_7,in,,,-66.0,,,-75.0
13_7,in,,,,-82.0,-82.0,-74.0
13_7,in,,,-70.0,,,-74.0
13_7,in,,,-66.0,-83.0,-81.0,
13_7,in,,,-70.0,-82.0,,-74.0
13_7,in,,-96.0,-70.0,-82.0,-82.0,-76.0
13_7,in,,,-68.0,-83.0,,-73.0
13_7,in,,,,-83.0,,
13_7,in,,,-66.0,,,
13_7,in,,-94.0,-66.0,-82.0,-81.0,-74.0
13_7,in,,,-70.0,-84.0,-83.0,
13_7,in,,,-68.0,,-82.0,-75.0
13_7,in,,,-64.0,-82.0,,
13_7,in,,,-66.0,-85.0,-89.0,-75.0
13_7,in,,,-66.0,-84.0,-84.0,
13_7,in,,,,-81.0,-83.0,
15_1,in,,,-64.0,-81.0,-63.0,-91.0
15_1,in,,,,-81.0,-66.0,-87.0
15_1,in,,,-58.0,-86.0,-69.0,-88.0
15_1,in,,,-56.0,-81.0,-64.0,-91.0
15_1,in,,,-58.0,-81.0,-71.0,-92.0
15_1,in,,,,-81.0,-64.0,-92.0
15_1,in,,,,-81.0,-70.0,-90.0
15_1,in,,,,-81.0,-63.0,-92.0
15_1,in,,,-58.0,,-64.0,-92.0
15_1,in,,,-56.0,-85.0,-63.0,-95.0
15_1,in,,,-64.0,,-68.0,-91.0
15_1,in,,,-64.0,-83.0,-62.0,-93.0
15_1,in,,,-58.0,-81.0,-68.0,-92.0
15_1,in,,,-64.0,-79.0,-68.0,
15_1,in,,,-60.0,-79.0,,
15_1,in,,,-60.0,,,-91.0
15_1,in,,,-56.0,-80.0,-68.0,-87.0
15_1,in,,,,,-63.0,-90.0
15_1,in,,,-64.0,,-62.0,
15_1,in,,,-58.0,-82.0,-68.0,-88.0
15_1,in,,,-62.0,-81.0,-69.0,
15_1,in,,,-58.0,-83.0,,
15_1,in,,,,-83.0,-62.0,-88.0
15_1,in,,,-64.0,-80.0,-63.0,-93.0
15_1,in,,,-64.0,-88.0,-63.0,
15_1,in,,,-62.0,,-63.0,
15_1,in,,,-56.0,-81.0,-63.0,-91.0
15_1,in,,,-56.0,,-63.0,-88.0
15_1,in,,,-62.0,-84.0,,-90.0
15_1,in,,,-62.0,-81.0,-61.0,
15_1,in,,,-64.0,-81.0,,
15_1,in,,,-60.0,-79.0,-60.0,
15_1,in,,,-62.0,,-62.0,
15_1,in,,,-62.0,,-68.0,
15_1,in,,,-60.0,-80.0,-64.0,
15_1,in,,,-64.0,-80.0,-69.0,-93.0
15_1,in,-95.69,,-64.0,-80.0,-61.0,
15_1,in,,,-60.0,,,
15_1,in,,,-62.0,-80.0,-61.0,-94.0
15_1,in,-90.56,,-58.0,-81.0,-68.0,-88.0
15_1,in,,,,-79.0,-68.0,-91.0
15_1,in,,,-62.0,-84.0,-66.0,
15_1,in,,,-62.0,-87.0,-62.0,
15_1,in,,,-58.0,-80.0,-68.0,
15_1,in,,,-62.0,-86.0,-64.0,-90.0
15_1,in,,,,-80.0,,
15_1,in,,,-56.0,-88.0,,
15_1,in,,,-62.0,,,-95.0
15_1,in,,,-60.0,,-62.0,
15_1,in,,,-60.0,-83.0,-60.0,
15_1,in,,,,-94.0,-69.0,
15_1,in,,,-64.0,-92.0,-69.0,-90.0
15_1,in,,,-64.0,,-63.0,-90.0
15_1,in,,,-64.0,,-63.0,-90.0
15_1,in,,,-60.0,-95.0,-63.0,-88.0
15_1,in,,,-64.0,-97.0,-62.0,-90.0
15_1,in,,,-64.0,-84.0,-63.0,-89.0
15_1,in,,,,-84.0,-69.0,-87.0
15_1,in,,,-58.0,-86.0,-68.0,-91.0
15_1,in,,,,-90.0,,-94.0
15_1,in,,,,-81.0,-69.0,-91.0
15_1,in,,,-56.0,-80.0,,
15_1,in,,,-64.0,,,-89.0
15_1,in,,,-64.0,-83.0,-62.0,-90.0
15_1,in,,,-58.0,-80.0,-63.0,-90.0
15_1,in,,,,-88.0,-68.0,
15_1,in,,,-64.0,-80.0,-68.0,
15_1,in,,,-58.0,,-62.0,-91.0
15_1,in,,,-58.0,-83.0,,-92.0
15_1,in,,,,,-62.0,
15_1,in,,,,-81.0,-68.0,
15_1,in,,,-58.0,-87.0,-62.0,
15_1,in,,,-56.0,-87.0,-63.0,
15_1,in,,,-64.0,-85.0,-68.0,
15_1,in,,,,-84.0,-62.0,
15_1,in,,,,-83.0,-60.0,-92.0
15_1,in,,,-58.0,-88.0,-64.0,
15_1,in,,,-64.0,-83.0,-63.0,
15_1,in,,,,-88.0,,
15_1,in,,,-38.0,,-60.0,-94.0
15_1,in,,,-64.0,-86.0,-68.0,-91.0
15_1,in,,,-58.0,-83.0,-60.0,-93.0
15_1,in,,,-62.0,-87.0,,
15_1,in,,,,,-62.0,
15_1,in,,,,-83.0,-69.0,
15_1,in,,,-64.0,-85.0,-62.0,
15_1,in,,,-64.0,-81.0,,-90.0
15_1,in,,,-58.0,-87.0,-62.0,-91.0
15_1,in,,,-56.0,-80.0,,
15_1,in,,,,-79.0,-62.0,
15_1,in,,,-64.0,-79.0,,
15_1,in,,,-64.0,-81.0,-60.0,-92.0
15_1,in,,,-56.0,,-63.0,-92.0
15_1,in,,,,-80.0,,
15_1,in,,,-56.0,-82.0,-62.0,
15_1,in,,,,-78.0,-64.0,
15_1,in,,,-62.0,-80.0,-61.0,-91.0
15_1,in,,,,-85.0,-68.0,-89.0
15_1,in,,,,,-62.0,
15_1,in,,,-62.0,-82.0,-67.0,-95.0
15_3,in,,,,-84.0,-77.0,-82.0
15_3,in,,,-74.0,-85.0,-79.0,-86.0
15_3,in,,,-66.0,-82.0,-73.0,-85.0
15_3,in,,,-62.0,-91.0,-73.0,
15_3,in,,,,-85.0,-77.0,-86.0
15_3,in,,,-66.0,,-74.0,-87.0
15_3,in,,,-62.0,-83.0,-77.0,-86.0
15_3,in,,,,-86.0,-71.0,-86.0
15_3,in,,,-62.0,,-71.0,
15_3,in,,,-62.0,,-72.0,
15_3,in,,,-62.0,,-77.0,-86.0
15_3,in,,,-68.0,-83.0,-77.0,-86.0
15_3,in,,,-62.0,-83.0,-77.0,
15_3,in,,,,-86.0,-73.0,
15_3,in,,,,-91.0,-83.0,-85.0
15_3,in,,,,-81.0,-72.0,
15_3,in,,,,,,-87.0
15_3,in,,,-62.0,-91.0,,-85.0
15_3,in,,,,,-83.0,
15_3,in,,,,-82.0,,-86.0
15_3,in,,,,-83.0,-76.0,-87.0
15_3,in,,,-62.0,-82.0,-73.0,-85.0
15_3,in,,,,,-73.0,-87.0
15_3,in,,,,-82.0,-77.0,
15_3,in,,,-68.0,,-79.0,
15_3,in,,,-66.0,-86.0,-73.0,-87.0
15_3,in,,,,,-71.0,-86.0
15_3,in,,,-68.0,-82.0,-71.0,-86.0
15_3,in,,,-66.0,,,
15_3,in,,,-62.0,-82.0,,
15_3,in,,,,-84.0,-72.0,-87.0
15_3,in,,,-62.0,-82.0,-77.0,
15_3,in,,,-62.0,-83.0,-71.0,-86.0
15_3,in,,,,-81.0,,
15_3,in,,,-76.0,-85.0,-71.0,-86.0
15_3,in,,,,,-72.0,-85.0
15_3,in,-98.35,,-62.0,-83.0,-77.0,
15_3,in,,,,-83.0,,
15_3,in,-98.36,,-62.0,-82.0,-77.0,-84.0
15_3,in,,,-62.0,-80.0,-79.0,
15_3,in,,,,,-77.0,
15_3,in,,,,,-71.0,
15_3,in,,,-66.0,-85.0,-77.0,
15_3,in,,,,,-77.0,-89.0
15_3,in,,,,-81.0,-73.0,-89.0
15_3,in,-99.08,,,,-76.0,
15_3,in,,,-62.0,-82.0,-77.0,-90.0
15_3,in,,,,,-71.0,
15_3,in,,,,-82.0,-76.0,-85.0
15_3,in,,,,,-72.0,
15_3,in,,,-62.0,-85.0,-76.0,-88.0
15_3,in,,,,-90.0,-77.0,-85.0
15_3,in,,,-76.0,-88.0,-73.0,-87.0
15_3,in,,,-74.0,-82.0,-77.0,-88.0
15_3,in,,,-66.0,-91.0,-76.0,-86.0
15_3,in,,,-66.0,,-76.0,-88.0
15_3,in,,,-74.0,-82.0,-77.0,
15_3,in,,,,-82.0,-73.0,-88.0
15_3,in,,,-62.0,-86.0,-71.0,-88.0
15_3,in,,,-60.0,-86.0,-72.0,-88.0
15_3,in,,,,,-73.0,-86.0
15_3,in,,,,-81.0,-71.0,-87.0
15_3,in,,,,-81.0,-77.0,-87.0
15_3,in,,,-66.0,,-73.0,127.0
15_3,in,,,,-81.0,-83.0,-88.0
15_3,in,,,-66.0,-82.0,-79.0,
15_3,in,,,-62.0,-82.0,-72.0,-83.0
15_3,in,,,,-82.0,-73.0,-88.0
15_3,in,,,,-81.0,,
15_3,in,,,,-87.0,-72.0,
15_3,in,,,,-82.0,-73.0,-88.0
15_3,in,,,,-81.0,-77.0,-83.0
15_3,in,,,-62.0,,-77.0,
15_3,in,,,-76.0,-81.0,-71.0,-88.0
15_3,in,,,,-82.0,-71.0,
15_3,in,,,,-86.0,,-83.0
15_3,in,,,-62.0,-82.0,,-89.0
15_3,in,,,-64.0,-82.0,-78.0,-83.0
15_3,in,,,-62.0,-87.0,-72.0,-83.0
15_3,in,,,-66.0,-81.0,,
15_3,in,,,-62.0,,-72.0,-89.0
15_3,in,,,-74.0,-80.0,-77.0,-87.0
15_3,in,,,,-83.0,-73.0,-89.0
15_3,in,,,-76.0,-82.0,,
15_3,in,,,-62.0,-88.0,,
15_3,in,,,,-83.0,-77.0,-86.0
15_3,in,,,-62.0,,-71.0,-88.0
15_3,in,,,-66.0,-83.0,-71.0,-87.0
15_3,in,,,-62.0,-84.0,-71.0,
15_3,in,,,-76.0,,-71.0,-87.0
15_3,in,,,,-85.0,-77.0,
15_3,in,,,-68.0,-82.0,-71.0,-88.0
15_3,in,,,,-82.0,-72.0,
15_3,in,,,,-83.0,,
15_3,in,,,,,,-88.0
15_3,in,-98.6,,,,-78.0,-89.0
15_3,in,,,-68.0,-83.0,-78.0,
15_3,in,,,-76.0,-84.0,,
15_3,in,,,,-81.0,-77.0,
15_3,in,,,-76.0,-82.0,-78.0,-90.0
15_5,in,,,-66.0,-80.0,-84.0,-81.0
15_5,in,,,-68.0,-82.0,-80.0,-79.0
15_5,in,,,-66.0,-86.0,-81.0,-75.0
15_5,in,,,-68.0,-81.0,-82.0,-75.0
15_5,in,,,-78.0,-81.0,-83.0,-79.0
15_5,in,,,,-81.0,-80.0,-77.0
15_5,in,,,,-84.0,-80.0,-75.0
15_5,in,,,,-81.0,-79.0,-75.0
15_5,in,,,,-83.0,-80.0,-80.0
15_5,in,,,-68.0,-86.0,-83.0,-80.0
15_5,in,,,,-82.0,-84.0,-77.0
15_5,in,,,,-81.0,-84.0,-80.0
15_5,in,,,,-83.0,-84.0,-79.0
15_5,in,,,-68.0,-81.0,-79.0,-80.0
15_5,in,,,-66.0,-84.0,-81.0,
15_5,in,,,-70.0,-84.0,,-78.0
15_5,in,,,-70.0,,,-75.0
15_5,in,,,-70.0,-83.0,-84.0,
15_5,in,,,-70.0,-82.0,-80.0,
15_5,in,,,,-81.0,-82.0,
15_5,in,,,-64.0,,-83.0,-79.0
15_5,in,,,,,-80.0,-80.0
15_5,in,,,,-80.0,-83.0,
15_5,in,,,,-82.0,,-79.0
15_5,in,,,-66.0,-81.0,-83.0,-80.0
15_5,in,,,-70.0,-85.0,-81.0,
15_5,in,,,-66.0,-79.0,,-80.0
15_5,in,,,,-80.0,,-74.0
15_5,in,,,-68.0,-80.0,,
15_5,in,,,-70.0,-81.0,,
15_5,in,,,,-85.0,,
15_5,in,,,-70.0,,,-79.0
15_5,in,,,-70.0,-82.0,-80.0,-74.0
15_5,in,,,-68.0,-81.0,-83.0,-75.0
15_5,in,,,,-82.0,-79.0,-75.0
15_5,in,,,-70.0,-81.0,-83.0,
15_5,in,,,,-81.0,-79.0,
15_5,in,,,,,-80.0,
15_5,in,,,-76.0,-85.0,-84.0,-79.0
15_5,in,,,,-82.0,-79.0,
15_5,in,,,-66.0,,,
15_5,in,,,-70.0,-84.0,-81.0,-80.0
15_5,in,,,-76.0,-81.0,,-75.0
15_5,in,,-96.0,-68.0,-83.0,,-80.0
15_5,in,,,-68.0,-81.0,-81.0,
15_5,in,,,,,-81.0,-80.0
15_5,in,,,-64.0,-81.0,-78.0,
15_5,in,,,-64.0,-82.0,-77.0,
15_5,in,,,-76.0,-80.0,,
15_5,in,,,,,,-80.0
15_5,in,,,,-79.0,-80.0,-80.0
15_5,in,,,-70.0,-82.0,-79.0,-81.0
15_5,in,,,-66.0,-82.0,-79.0,-78.0
15_5,in,,,-76.0,-85.0,-80.0,-75.0
15_5,in,,,,-83.0,-79.0,-79.0
15_5,in,,,-70.0,,,-73.0
15_5,in,,-94.0,-64.0,-81.0,-79.0,-79.0
15_5,in,,,-64.0,-83.0,-81.0,-79.0
15_5,in,,-94.0,-70.0,-81.0,-83.0,-76.0
15_5,in,,,-64.0,,-80.0,-78.0
15_5,in,,,-64.0,-81.0,-80.0,-78.0
15_5,in,,,,-80.0,-78.0,-79.0
15_5,in,,,-64.0,-85.0,-81.0,
15_5,in,,,-64.0,-80.0,-84.0,
15_5,in,,,,,,
15_5,in,,,-70.0,-83.0,-81.0,-78.0
15_5,in,,,-64.0,-79.0,-78.0,-79.0
15_5,in,,,-70.0,,,
15_5,in,,,,,,-79.0
15_5,in,,,-76.0,-81.0,-82.0,-79.0
15_5,in,,,,,-79.0,-75.0
15_5,in,,,-66.0,-81.0,-79.0,-79.0
15_5,in,-99.07,,-66.0,,-80.0,
15_5,in,,,,,,-80.0
15_5,in,,,-66.0,-86.0,,-79.0
15_5,in,,,,,-79.0,
15_5,in,,,-66.0,,-81.0,-78.0
15_5,in,,,-70.0,,-83.0,-78.0
15_5,in,,,-68.0,-92.0,-83.0,-78.0
15_5,in,,,,-93.0,,
15_5,in,,,,-86.0,-77.0,
15_5,in,,,-70.0,-85.0,-78.0,-79.0
15_5,in,,,,-80.0,-78.0,-76.0
15_5,in,,,,-81.0,-80.0,-79.0
15_5,in,,,-76.0,-78.0,-83.0,-80.0
15_5,in,,,,-83.0,-80.0,-79.0
15_5,in,,,-76.0,-81.0,-80.0,
15_5,in,,,,-78.0,-79.0,-78.0
15_5,in,,,,-78.0,-84.0,-80.0
15_5,in,,,-64.0,-78.0,-79.0,
15_5,in,,,-68.0,-83.0,-82.0,
15_5,in,,,-64.0,-81.0,-83.0,-79.0
15_5,in,,,-68.0,-82.0,-78.0,-79.0
15_5,in,,,-68.0,-83.0,,
15_5,in,,,-76.0,-82.0,,
15_5,in,,,,-87.0,,-79.0
15_5,in,,,,-81.0,,
15_5,in,,,-76.0,,,-79.0
15_5,in,,,,-84.0,,
15_5,in,,,-70.0,-83.0,-86.0,-79.0
15_7,in,,,-70.0,-84.0,-81.0,-69.0
15_7,in,,,-66.0,-88.0,-90.0,-70.0
15_7,in,,,,,-88.0,-70.0
15_7,in,,,,-89.0,-91.0,-71.0
15_7,in,,,-68.0,-91.0,-92.0,-70.0
15_7,in,,,-66.0,-91.0,-87.0,-71.0
15_7,in,,,,,-84.0,-69.0
15_7,in,,,-68.0,,-94.0,-69.0
15_7,in,,,,-89.0,-91.0,-69.0
15_7,in,,,-70.0,,,-71.0
15_7,in,,,,-91.0,-83.0,-72.0
15_7,in,,,,-90.0,-81.0,-70.0
15_7,in,,,-66.0,-89.0,,-70.0
15_7,in,-98.7,,,,-80.0,
15_7,in,,,,-88.0,-83.0,-70.0
15_7,in,,,,,,-70.0
15_7,in,,,-70.0,-88.0,-82.0,-71.0
15_7,in,,,,,-89.0,
15_7,in,,,-68.0,,-81.0,-70.0
15_7,in,,,-76.0,-89.0,-84.0,
15_7,in,,,,,-80.0,-70.0
15_7,in,,,-70.0,-90.0,,-70.0
15_7,in,,,-66.0,,,
15_7,in,,,-66.0,,,-69.0
15_7,in,,,-68.0,,-84.0,-70.0
15_7,in,,,-70.0,,,
15_7,in,,,,-90.0,,-69.0
15_7,in,,,,-89.0,,
15_7,in,,,-68.0,,,-69.0
15_7,in,,,,-86.0,-81.0,-71.0
15_7,in,,,-66.0,-91.0,,-71.0
15_7,in,,,-70.0,,,-70.0
15_7,in,,,-66.0,,,
15_7,in,,,,-86.0,,
15_7,in,,,,,-80.0,-71.0
15_7,in,,,,-93.0,-89.0,-70.0
15_7,in,,,,-93.0,-84.0,
15_7,in,,,-66.0,,,-71.0
15_7,in,,,-70.0,,-82.0,-70.0
15_7,in,,,-68.0,,-85.0,
15_7,in,,,-68.0,,-85.0,-68.0
15_7,in,,,-64.0,-86.0,-84.0,-70.0
15_7,in,,,,-93.0,-85.0,-73.0
15_7,in,,,,-94.0,-79.0,
15_7,in,,,-70.0,,-89.0,
15_7,in,,,-70.0,-93.0,,-70.0
15_7,in,,,-68.0,,-80.0,-68.0
15_7,in,,,,-86.0,-81.0,
15_7,in,,,-66.0,-90.0,-87.0,-69.0
15_7,in,,,,,-92.0,-70.0
15_7,in,-95.7,,,-88.0,-78.0,-71.0
15_7,in,,,,,-86.0,-69.0
