Grid,Label,RSSI_0_0,RSSI_0_8,RSSI_8_0,RSSI_8_8,RSSI_16_0,RSSI_16_8
1_3,in,-77.0,-84.0,-62.0,,-86.0,-94.0
1_3,in,-73.0,-85.0,-62.0,-87.0,-82.0,-87.0
1_3,in,-77.0,,-74.0,,-83.0,
1_3,in,-74.0,-84.0,-62.0,-83.0,-81.0,-94.0
1_3,in,-73.0,-85.0,-74.0,,,
1_3,in,-76.0,-87.0,,,-86.0,
1_3,in,,,,,,
1_3,in,-73.0,-88.0,-74.0,-88.0,,-93.0
1_3,in,-77.0,-87.0,-68.0,,,
1_3,in,,,,,,
1_3,in,-74.0,,,-90.0,-85.0,
1_3,in,-72.0,,-74.0,-87.0,-88.0,
1_3,in,-72.0,-87.0,-74.0,,-85.0,-95.0
1_3,in,,,,-90.0,-89.0,
1_3,in,-71.0,-87.0,-68.0,-89.0,-85.0,-94.0
1_3,in,-72.0,-88.0,,,-90.0,-89.0
1_3,in,-72.0,,,,-84.0,-94.0
1_3,in,-72.0,-86.0,-76.0,-86.0,-85.0,-94.0
1_3,in,-72.0,-85.0,-68.0,,-82.0,-94.0
1_3,in,-76.0,-86.0,,-83.0,-81.0,-91.0
1_3,in,-72.0,-88.0,-74.0,-85.0,-79.0,-95.0
1_3,in,-71.0,-87.0,-74.0,-80.0,-80.0,-95.0
1_3,in,-74.0,-87.0,-68.0,-81.0,-80.0,
1_3,in,-79.0,-85.0,,-89.0,-79.0,-93.0
1_3,in,-77.0,-86.0,-74.0,,-80.0,-95.0
1_3,in,-73.0,-85.0,-74.0,-89.0,-80.0,-96.0
1_3,in,-73.0,-86.0,,-89.0,-84.0,
1_3,in,-72.0,-87.0,-68.0,-88.0,-80.0,
1_3,in,-73.0,,-68.0,-88.0,,-94.0
1_3,in,-72.0,,-68.0,-88.0,,-95.0
1_3,in,-73.0,-88.0,,-88.0,-77.0,
1_3,in,-78.0,,-64.0,-89.0,-86.0,-93.0
1_3,in,-72.0,-86.0,-74.0,,,
1_3,in,,,,-88.0,-79.0,
1_3,in,-72.0,,,-85.0,-79.0,-97.0
1_3,in,-82.0,-87.0,,-86.0,-88.0,
1_3,in,-83.0,-86.0,,-85.0,-81.0,-94.0
1_3,in,-83.0,-87.0,-68.0,-84.0,-85.0,
1_3,in,,-88.0,,-85.0,-83.0,-96.0
1_3,in,,-87.0,,-87.0,-82.0,
1_3,in,-80.0,-94.0,-74.0,-85.0,-80.0,
1_3,in,-81.0,-86.0,-62.0,,-80.0,-91.0
1_3,in,,-87.0,-62.0,-85.0,-80.0,
1_3,in,-81.0,-86.0,,-84.0,-85.0,-92.0
1_3,in,-80.0,-88.0,-70.0,-82.0,-79.0,
1_3,in,-77.0,-86.0,-68.0,-82.0,-78.0,-92.0
1_3,in,-78.0,-87.0,-70.0,,-79.0,-96.0
1_3,in,-81.0,-81.0,,,,-90.0
1_3,in,-81.0,-83.0,,-85.0,-81.0,-92.0
1_3,in,-77.0,-83.0,,,-84.0,-90.0
1_3,in,-77.0,-79.0,,-83.0,-89.0,
1_3,in,-81.0,,,-84.0,-88.0,-92.0
1_3,in,-81.0,-84.0,,-85.0,-92.0,
1_3,in,-78.0,-85.0,-72.0,-83.0,-85.0,-94.0
1_3,in,-76.0,-88.0,-70.0,-83.0,-87.0,-95.0
1_3,in,-81.0,-85.0,,-83.0,,-92.0
1_3,in,-78.0,-82.0,-74.0,-84.0,,-91.0
1_3,in,,-83.0,,,,
1_3,in,-81.0,-83.0,-68.0,-84.0,-84.0,
1_3,in,-82.0,-85.0,-66.0,-84.0,-92.0,
1_3,in,-78.0,,-82.0,,-82.0,
1_3,in,,,-54.0,,-89.0,
1_3,in,,-86.0,-76.0,-86.0,-85.0,-92.0
1_3,in,-79.0,,-76.0,-85.0,-86.0,
1_3,in,-77.0,-86.0,-72.0,,-85.0,
1_3,in,-76.0,-83.0,-70.0,,-90.0,-94.0
1_3,in,-78.0,,-70.0,-86.0,-83.0,-95.0
1_3,in,,-85.0,-74.0,-83.0,,-92.0
1_3,in,-81.0,-86.0,-70.0,,,
1_3,in,-78.0,-85.0,-74.0,-85.0,,
1_3,in,,-86.0,,-84.0,,-92.0
1_3,in,-81.0,-86.0,-64.0,,-88.0,-94.0
1_3,in,-81.0,-84.0,-64.0,-85.0,-82.0,-93.0
1_3,in,-77.0,-86.0,-74.0,-84.0,,-92.0
1_3,in,-81.0,-84.0,-74.0,-82.0,,
1_3,in,-80.0,,,,-85.0,-96.0
1_3,in,-81.0,-84.0,-68.0,,,-95.0
1_3,in,-76.0,-84.0,,,-82.0,-97.0
1_3,in,-81.0,-85.0,-74.0,-85.0,,
1_3,in,,,-74.0,-85.0,,-93.0
1_3,in,-77.0,,-66.0,,-87.0,-96.0
1_3,in,-77.0,-86.0,-74.0,,-84.0,
1_3,in,-83.0,-86.0,,-85.0,-84.0,-94.0
1_3,in,-78.0,-86.0,-66.0,,,-98.0
1_3,in,-78.0,-86.0,-72.0,,,
1_3,in,,,,-87.0,-86.0,-99.0
1_3,in,,-85.0,-70.0,-84.0,-85.0,
1_3,in,,-82.0,,-87.0,-88.0,-97.0
1_3,in,-81.0,,,-82.0,-87.0,-97.0
1_3,in,-79.0,-89.0,-74.0,,-83.0,-100.0
1_3,in,-83.0,-80.0,-74.0,,-84.0,-96.0
1_3,in,-77.0,-83.0,,-90.0,-85.0,-98.0
1_3,in,-78.0,-85.0,-68.0,,-88.0,
1_3,in,-75.0,-85.0,-74.0,-88.0,-85.0,-97.0
1_3,in,-76.0,-80.0,-72.0,-85.0,-85.0,
1_3,in,-85.0,-83.0,-72.0,-83.0,-85.0,
1_3,in,-82.0,-83.0,,-82.0,-82.0,
1_3,in,-77.0,-80.0,,-82.0,,
1_3,in,-77.0,,-70.0,,,
1_3,in,,-83.0,-70.0,-84.0,-84.0,
1_3,in,-82.0,-81.0,-68.0,-83.0,-83.0,
1_3,in,-78.0,,-70.0,-86.0,-82.0,-99.0
1_3,in,-83.0,-83.0,,,-84.0,-94.0
1_3,in,,-86.0,-74.0,-81.0,-84.0,
1_3,in,,-84.0,-74.0,-81.0,,-98.0
1_3,in,-78.0,-85.0,-74.0,,,
1_3,in,-82.0,-83.0,-74.0,-83.0,,
1_3,in,-79.0,-85.0,-68.0,,-85.0,
1_3,in,-82.0,-86.0,-70.0,,-86.0,
1_3,in,,-81.0,-74.0,,-87.0,
1_3,in,-77.0,-80.0,-74.0,,,
1_3,in,-78.0,-83.0,,-82.0,-89.0,-93.0
1_3,in,-81.0,-82.0,-68.0,-82.0,,-95.0
1_3,in,-79.0,-81.0,-74.0,-81.0,,
1_3,in,-77.0,-79.0,,-80.0,,-94.0
1_3,in,,-80.0,-76.0,-80.0,,
1_3,in,-79.0,,,-87.0,-83.0,-96.0
1_3,in,-78.0,-81.0,-72.0,-78.0,-83.0,
1_3,in,-82.0,-84.0,-68.0,-86.0,-85.0,-96.0
1_3,in,,-81.0,,,,
1_3,in,-78.0,-83.0,-76.0,-81.0,,-94.0
1_3,in,-78.0,-79.0,,-81.0,,
1_3,in,-79.0,-80.0,,-83.0,-82.0,-94.0
1_3,in,-79.0,-83.0,,-86.0,,-92.0
1_3,in,-78.0,-81.0,,-79.0,-83.0,-92.0
1_3,in,-82.0,-82.0,,-82.0,-78.0,-93.0
1_3,in,-78.0,-82.0,-68.0,-80.0,-83.0,-93.0
1_3,in,-78.0,-82.0,-68.0,-85.0,-81.0,
1_3,in,-82.0,-81.0,-68.0,-82.0,,-91.0
1_3,in,-79.0,-82.0,,-86.0,-81.0,-92.0
1_3,in,-78.0,,-70.0,-81.0,-81.0,-91.0
1_3,in,-81.0,-81.0,-68.0,-81.0,,-94.0
1_3,in,-79.0,-85.0,-70.0,-83.0,,-91.0
1_3,in,-82.0,,,-80.0,-81.0,-94.0
1_3,in,-83.0,-85.0,-70.0,-83.0,,
1_3,in,,-90.0,-74.0,-78.0,-89.0,-94.0
1_3,in,,-86.0,,-84.0,-90.0,-95.0
1_3,in,,,-70.0,-86.0,-91.0,-95.0
1_3,in,-79.0,,-72.0,-83.0,-88.0,-96.0
1_3,in,-83.0,,,-76.0,-81.0,
1_3,in,,-84.0,-70.0,-82.0,-89.0,
1_3,in,-83.0,-84.0,,-80.0,,-96.0
1_3,in,-80.0,,,-80.0,,
1_3,in,-79.0,-83.0,,-76.0,-88.0,
1_3,in,-85.0,-83.0,,-84.0,-82.0,
1_3,in,,-86.0,,-76.0,-84.0,
1_3,in,-84.0,-86.0,-72.0,-79.0,,
1_3,in,-79.0,,-72.0,-77.0,-90.0,
1_3,in,-84.0,-86.0,-70.0,-79.0,,
1_3,in,-83.0,-88.0,-70.0,-82.0,-82.0,
1_3,in,-84.0,-90.0,,-82.0,,-96.0
1_3,in,-80.0,-88.0,-70.0,-80.0,-83.0,-92.0
1_3,in,-80.0,,,-84.0,-82.0,
1_3,in,-84.0,-89.0,-76.0,-80.0,-83.0,
1_3,in,-80.0,-86.0,,-82.0,-85.0,-95.0
1_3,in,-80.0,-87.0,-68.0,-79.0,-88.0,-97.0
1_3,in,-79.0,,,-83.0,,
1_3,in,-85.0,-87.0,,-77.0,-88.0,
1_3,in,-81.0,-79.0,-68.0,-79.0,-86.0,
1_3,in,-78.0,-91.0,-74.0,-85.0,-87.0,
1_3,in,-83.0,-79.0,,-78.0,-82.0,
1_3,in,-82.0,-87.0,-66.0,-78.0,-84.0,-91.0
1_3,in,-81.0,,-74.0,-80.0,-82.0,
1_3,in,-79.0,-84.0,-76.0,-81.0,-84.0,-92.0
1_3,in,-80.0,-85.0,-66.0,-80.0,-83.0,-94.0
1_3,in,-79.0,-85.0,-70.0,-78.0,-82.0,-94.0
1_3,in,,,,-81.0,,-95.0
1_3,in,-83.0,-85.0,-66.0,-81.0,,
1_3,in,,-83.0,-72.0,-82.0,,-95.0
1_3,in,-80.0,-82.0,-70.0,-83.0,-80.0,-89.0
1_3,in,-81.0,-84.0,-70.0,-81.0,-81.0,
1_3,in,-85.0,-84.0,-66.0,-81.0,-86.0,-94.0
1_3,in,-84.0,,,-82.0,-80.0,
1_3,in,-79.0,-83.0,,-81.0,-88.0,
1_3,in,-85.0,,-70.0,-81.0,-86.0,-94.0
1_3,in,-79.0,-84.0,,-81.0,,-93.0
1_3,in,-80.0,-85.0,,-81.0,-83.0,
1_3,in,-79.0,-84.0,-70.0,-82.0,,
1_3,in,-85.0,-85.0,,-81.0,,
1_3,in,-82.0,,-66.0,-80.0,-82.0,
1_3,in,-84.0,-87.0,-70.0,-80.0,-83.0,-93.0
1_3,in,-84.0,-87.0,-70.0,-79.0,-88.0,-94.0
1_3,in,-84.0,,,,-82.0,
1_3,in,-79.0,-87.0,-74.0,,-82.0,
1_3,in,-80.0,-83.0,-66.0,-81.0,,
1_3,in,-76.0,-88.0,-66.0,-92.0,-87.0,-95.0
1_3,in,,-86.0,,-83.0,-83.0,-95.0
1_3,in,-78.0,-87.0,-76.0,-83.0,,-100.0
1_3,in,,,,-80.0,,
1_3,in,-80.0,-88.0,,-78.0,,-97.0
1_3,in,,-91.0,,-94.0,-86.0,
1_3,in,-78.0,,-70.0,-80.0,-87.0,
1_3,in,-81.0,,,-83.0,,
1_3,in,-81.0,-88.0,-74.0,-86.0,,
1_3,in,-78.0,-88.0,-74.0,-86.0,,
1_3,in,-80.0,-87.0,,-87.0,-89.0,-99.0
1_3,in,-81.0,-87.0,-68.0,,-89.0,
1_3,in,-76.0,-84.0,,-83.0,-95.0,
1_3,in,,-83.0,-74.0,-84.0,-92.0,
1_3,in,-78.0,-84.0,-72.0,-85.0,,
1_3,in,-80.0,-84.0,,-81.0,-88.0,
1_3,in,-79.0,-85.0,-70.0,,,
1_3,in,-76.0,,-74.0,,-88.0,
1_3,in,-76.0,-84.0,-74.0,,,
1_3,in,-76.0,-85.0,-68.0,,,-98.0
1_3,in,-79.0,-87.0,-74.0,-88.0,,
1_3,in,-77.0,,,-86.0,,
1_3,in,,-88.0,,,,
1_3,in,-77.0,-87.0,,-90.0,,
1_3,in,-77.0,,-74.0,,,-97.0
1_3,in,-77.0,,-74.0,-85.0,,
1_3,in,-77.0,,,-85.0,,-96.0
1_3,in,-80.0,-87.0,-68.0,,-90.0,-93.0
1_3,in,,,,,-91.0,-94.0
1_3,in,-77.0,-87.0,,-87.0,,-93.0
1_3,in,-77.0,-88.0,,-86.0,-91.0,
1_3,in,,,-64.0,-87.0,-87.0,
1_3,in,-77.0,-86.0,,-87.0,-89.0,-95.0
1_3,in,-77.0,-85.0,,-88.0,-88.0,-99.0
1_3,in,-80.0,-86.0,,-87.0,,
1_3,in,-80.0,-88.0,,-83.0,,-97.0
1_3,in,-80.0,-87.0,-72.0,-82.0,-87.0,
1_3,in,-78.0,-87.0,,-81.0,-91.0,-96.0
1_3,in,-76.0,-85.0,,-84.0,-92.0,
1_3,in,-80.0,-86.0,-76.0,-84.0,,-95.0
1_3,in,-77.0,-85.0,-74.0,-86.0,-86.0,-94.0
1_3,in,-80.0,-86.0,-66.0,,-89.0,-96.0
1_3,in,-77.0,-87.0,-64.0,-83.0,-91.0,
1_3,in,-77.0,,-64.0,-81.0,-86.0,
1_3,in,-80.0,,,-85.0,,
1_3,in,-79.0,-88.0,-68.0,-82.0,,
1_3,in,-80.0,,,-82.0,,
1_3,in,-76.0,-86.0,-68.0,-85.0,,-95.0
1_3,in,-80.0,,-68.0,-80.0,-90.0,-97.0
1_3,in,-78.0,,-74.0,-83.0,-94.0,
1_3,in,-77.0,-87.0,,-87.0,-93.0,-96.0
1_3,in,,-86.0,,-84.0,-86.0,-97.0
1_3,in,-73.0,-87.0,-64.0,-87.0,-86.0,
1_3,in,-76.0,-88.0,-64.0,-87.0,-88.0,
1_3,in,,-87.0,-68.0,-85.0,-83.0,
1_3,in,-76.0,-94.0,,-82.0,-84.0,
1_3,in,-76.0,-86.0,-76.0,-82.0,-85.0,
1_3,in,-75.0,-87.0,,-79.0,-84.0,
1_3,in,-76.0,-86.0,-66.0,-82.0,-85.0,
1_3,in,-71.0,-88.0,,-80.0,,
1_3,in,-77.0,-86.0,,-78.0,,
1_3,in,-73.0,-87.0,-70.0,-83.0,-84.0,
1_3,in,-75.0,-81.0,-72.0,,-86.0,
1_3,in,,-83.0,,,,
1_3,in,,-83.0,,,-89.0,
1_3,in,-76.0,-79.0,-72.0,-87.0,-87.0,
1_3,in,-73.0,,,,-86.0,
1_3,in,-78.0,-84.0,-68.0,,-86.0,
1_3,in,-72.0,-85.0,-66.0,,,
1_3,in,-77.0,-88.0,,,-83.0,
1_3,in,-72.0,-85.0,-72.0,,,
1_3,in,-77.0,-82.0,-66.0,-80.0,-87.0,
1_3,in,-71.0,-83.0,,,-88.0,
1_3,in,-72.0,-83.0,-76.0,-84.0,-87.0,
1_3,in,-72.0,-85.0,,-80.0,-85.0,
1_3,in,-72.0,,,,-85.0,
1_3,in,-72.0,,,-86.0,,
1_3,in,,-86.0,-68.0,-81.0,-83.0,
1_3,in,,,-72.0,-80.0,,
1_3,in,-73.0,-86.0,-66.0,,-85.0,
1_3,in,-76.0,-83.0,-70.0,-84.0,-84.0,
1_3,in,-76.0,,,-85.0,-86.0,
1_3,in,,-85.0,,-80.0,-82.0,
1_3,in,-76.0,-86.0,,-80.0,,
1_3,in,-70.0,-85.0,-70.0,-79.0,,
1_3,in,-74.0,-86.0,-68.0,-79.0,-87.0,
1_3,in,-69.0,-86.0,,-80.0,-85.0,
1_3,in,-74.0,-84.0,-76.0,,-84.0,
1_3,in,-70.0,-86.0,-70.0,-80.0,-85.0,
1_3,in,-69.0,-84.0,-70.0,-79.0,,
1_3,in,-71.0,,-74.0,,-84.0,
1_3,in,,-84.0,,,-84.0,
1_3,in,-74.0,-84.0,-70.0,-77.0,-86.0,
1_3,in,-74.0,-85.0,-70.0,-84.0,-85.0,
1_3,in,-69.0,,-66.0,-84.0,,
1_3,in,-71.0,,,-80.0,-89.0,
1_3,in,-71.0,-86.0,,-83.0,-90.0,-97.0
1_3,in,-71.0,-86.0,-76.0,-78.0,-86.0,
1_3,in,,-86.0,,,,
1_3,in,,-86.0,-64.0,-84.0,,
1_3,in,-79.0,,-74.0,-83.0,-97.0,-94.0
1_3,in,-81.0,-85.0,-74.0,-84.0,-85.0,
1_3,in,-76.0,-82.0,-76.0,-79.0,-89.0,
1_3,in,-77.0,,,-83.0,,
1_3,in,-80.0,-89.0,-76.0,-83.0,,
1_3,in,-76.0,-80.0,,-79.0,-88.0,-96.0
1_3,in,-77.0,-83.0,,-85.0,-85.0,-98.0
1_3,in,-76.0,-85.0,-76.0,-78.0,-86.0,
1_3,in,-76.0,-85.0,-76.0,,-90.0,
1_3,in,-81.0,-80.0,,-79.0,,
1_3,in,-77.0,-83.0,,-79.0,-86.0,
1_3,in,-76.0,-83.0,,,,-100.0
1_3,in,-76.0,-80.0,-74.0,,-90.0,
1_3,in,-76.0,,-74.0,,-85.0,
1_3,in,-82.0,-83.0,-76.0,,-86.0,-97.0
1_3,in,,-81.0,,,-89.0,-98.0
1_3,in,-77.0,,-76.0,-78.0,-86.0,
1_3,in,-76.0,-83.0,,-79.0,-86.0,-97.0
1_3,in,,-86.0,-76.0,-79.0,-89.0,
1_3,in,-76.0,-84.0,,-84.0,-87.0,
1_3,in,-81.0,-85.0,,,,
1_3,in,-81.0,-83.0,-76.0,-86.0,,
1_3,in,-81.0,-85.0,,-78.0,,-97.0
1_3,in,-75.0,-86.0,-76.0,,-89.0,-99.0
1_3,in,-75.0,-81.0,-74.0,-78.0,-87.0,
1_3,in,-77.0,-80.0,,-79.0,,-97.0
1_3,in,,-83.0,,-78.0,,-97.0
1_3,in,-81.0,-82.0,-74.0,-79.0,,
1_3,in,-81.0,-81.0,,-79.0,,
1_3,in,-81.0,-79.0,-74.0,-79.0,,-100.0
1_3,in,-76.0,-80.0,,-78.0,,
1_3,in,-81.0,,,-78.0,,
1_3,in,-81.0,-81.0,,-77.0,-86.0,
1_3,in,-76.0,-84.0,,-79.0,-86.0,
1_3,in,-76.0,-81.0,,-85.0,-90.0,
1_3,in,-76.0,-83.0,,-80.0,-92.0,
1_3,in,-76.0,-79.0,,-84.0,-87.0,-97.0
1_3,in,-76.0,-80.0,,-77.0,-87.0,
1_3,in,-81.0,-83.0,,-78.0,-86.0,
1_3,in,-80.0,-81.0,,-78.0,,
1_3,in,-77.0,-82.0,,-78.0,-86.0,
1_3,in,-76.0,-82.0,,-80.0,-86.0,
1_3,in,,-82.0,,-85.0,,-98.0
1_3,in,-81.0,-81.0,,-78.0,,
1_3,in,-80.0,-82.0,,-80.0,-86.0,
1_3,in,-80.0,,,-84.0,,-98.0
1_3,in,-76.0,-81.0,-76.0,-79.0,-85.0,
1_3,in,,-85.0,,-78.0,-86.0,-93.0
1_3,in,-78.0,,,-79.0,,
1_3,in,-80.0,-85.0,-76.0,,-91.0,
1_3,in,-79.0,-90.0,-68.0,-82.0,-91.0,
1_3,in,-82.0,-86.0,,-79.0,-97.0,
1_3,in,-77.0,,,-86.0,-88.0,
1_3,in,-77.0,,,-85.0,,-99.0
1_3,in,-76.0,,,-82.0,,
1_3,in,-80.0,-84.0,,-82.0,-88.0,
1_3,in,-80.0,-84.0,-70.0,-82.0,-97.0,
1_3,in,-73.0,,,-87.0,-85.0,
1_3,in,-82.0,-83.0,-74.0,-80.0,-91.0,
1_3,in,-82.0,-83.0,,,,
1_3,in,-77.0,-86.0,,-78.0,,
1_3,in,-82.0,-86.0,,-85.0,,
1_3,in,-78.0,,,,-87.0,
1_3,in,-81.0,-86.0,-78.0,-78.0,,
1_3,in,-75.0,-88.0,,-86.0,,
1_3,in,-81.0,-90.0,,-78.0,,
1_3,in,-76.0,-88.0,-74.0,,-87.0,-97.0
1_3,in,-77.0,,,-80.0,,
1_3,in,,-89.0,,-80.0,-87.0,
1_3,in,-75.0,-86.0,-68.0,-85.0,-89.0,
1_3,in,-77.0,-87.0,,-82.0,,
1_3,in,-74.0,,-72.0,,,
1_3,in,-76.0,-87.0,,-82.0,,
1_3,in,-79.0,-79.0,,-79.0,,
1_3,in,-79.0,-91.0,,-80.0,-86.0,
1_3,in,-79.0,-79.0,-76.0,-79.0,,
1_3,in,-76.0,-87.0,,-84.0,-96.0,
1_3,in,-79.0,,,-81.0,,
1_3,in,-76.0,-84.0,-74.0,-82.0,-86.0,
1_3,in,-76.0,-85.0,,,-91.0,
1_3,in,-74.0,-85.0,,,-87.0,
1_3,in,-77.0,,,,-86.0,
1_3,in,-78.0,-85.0,,-81.0,,
1_3,in,-79.0,-83.0,,,,
1_3,in,-83.0,-82.0,-78.0,-78.0,,
1_3,in,-78.0,-84.0,,-80.0,-85.0,
1_3,in,-78.0,-84.0,,-80.0,-85.0,-98.0
1_3,in,-83.0,,,-80.0,-94.0,
1_3,in,,-83.0,,,-91.0,
1_3,in,-84.0,,-74.0,,,
1_3,in,-79.0,-84.0,-76.0,-81.0,,-99.0
1_3,in,-83.0,-85.0,-78.0,-85.0,-85.0,
1_3,in,,-84.0,,-79.0,-91.0,
1_3,in,-81.0,-85.0,,-81.0,-84.0,
1_3,in,-80.0,,,,,
1_3,in,-79.0,-87.0,-76.0,-86.0,,
1_3,in,-80.0,-87.0,,,-85.0,
1_3,in,-80.0,,,-80.0,,
1_3,in,-79.0,-87.0,,-80.0,,
1_3,in,-81.0,-83.0,,-84.0,,
1_5,in,,-82.0,-76.0,-95.0,-88.0,
1_5,in,,-79.0,,,-85.0,
1_5,in,-84.0,-83.0,,-91.0,-81.0,
1_5,in,,-80.0,,-85.0,-80.0,
1_5,in,-86.0,-80.0,,-91.0,-82.0,
1_5,in,-79.0,-78.0,,-92.0,-81.0,
1_5,in,-83.0,-78.0,,-92.0,-89.0,
1_5,in,,,,-88.0,-96.0,
1_5,in,-80.0,-79.0,,-92.0,-86.0,
1_5,in,-80.0,-78.0,,,,
1_5,in,-80.0,-78.0,,,,
1_5,in,-83.0,-81.0,,,,
1_5,in,-83.0,-81.0,,,,
1_5,in,-82.0,-79.0,,,,
1_5,in,-83.0,-80.0,,,-87.0,
1_5,in,,,,,-89.0,
1_5,in,-84.0,,,,,
1_5,in,-80.0,-79.0,,-89.0,,
1_5,in,-80.0,-81.0,,,,
1_5,in,,-80.0,,-86.0,,
1_5,in,-79.0,-78.0,,-90.0,,
1_5,in,-83.0,-79.0,,,,
1_5,in,-79.0,,,,,-97.0
1_5,in,-79.0,-79.0,,,,
1_5,in,-79.0,-79.0,,,,
1_5,in,-80.0,-80.0,,,,
1_5,in,-82.0,-79.0,,-90.0,-85.0,
1_5,in,-81.0,-81.0,,,,
1_5,in,-80.0,-79.0,,,-84.0,
1_5,in,-78.0,-82.0,-76.0,,,
1_5,in,-83.0,-81.0,,,,
1_5,in,-79.0,-81.0,,,-85.0,
1_5,in,,-80.0,-76.0,,-85.0,
1_5,in,-79.0,,,-90.0,-85.0,
1_5,in,-82.0,,,-89.0,-85.0,-100.0
1_5,in,-82.0,-83.0,,-91.0,,
1_5,in,-82.0,-79.0,,,,
1_5,in,-82.0,-79.0,,,-86.0,
1_5,in,-78.0,,,-89.0,-86.0,
1_5,in,-78.0,-79.0,,-90.0,-87.0,-98.0
1_5,in,-78.0,,,,-87.0,
1_5,in,-83.0,-82.0,,-88.0,-87.0,
1_5,in,-83.0,-82.0,-76.0,-90.0,,
1_5,in,-82.0,-77.0,,,,
1_5,in,-82.0,,,-89.0,,
1_5,in,,-78.0,,,,
1_5,in,-82.0,-81.0,,-90.0,,
1_5,in,-80.0,-81.0,,,-85.0,-93.0
1_5,in,-78.0,,,-89.0,,-93.0
1_5,in,-82.0,-82.0,,-89.0,-85.0,
1_5,in,-97.0,-88.0,,-83.0,-88.0,
1_5,in,-86.0,-84.0,,-84.0,,-94.0
1_5,in,-83.0,,,-83.0,-89.0,
1_5,in,-80.0,,,,,
1_5,in,-82.0,-77.0,,-84.0,-90.0,
1_5,in,-81.0,-80.0,,-82.0,-95.0,
1_5,in,-82.0,-80.0,,-87.0,,
1_5,in,-81.0,-76.0,,-85.0,,
1_5,in,,-78.0,,-84.0,-88.0,-93.0
1_5,in,-79.0,,-76.0,,-82.0,-93.0
1_5,in,-79.0,-76.0,,,-83.0,
1_5,in,-80.0,-80.0,,-84.0,,
1_5,in,,-76.0,-74.0,-82.0,-85.0,-91.0
1_5,in,-83.0,-76.0,,-81.0,,
1_5,in,-79.0,-79.0,,-89.0,,
1_5,in,-79.0,-79.0,,-87.0,-92.0,
1_5,in,-79.0,-80.0,,-83.0,-86.0,
1_5,in,-80.0,,,-82.0,-86.0,
1_5,in,-80.0,-79.0,,-82.0,-85.0,
1_5,in,-79.0,-78.0,,-84.0,,
1_5,in,-79.0,,,-81.0,-85.0,-94.0
1_5,in,-79.0,-80.0,-72.0,,,-90.0
1_5,in,-79.0,-80.0,-70.0,,-85.0,-95.0
1_5,in,-78.0,-77.0,-72.0,,,
1_5,in,-78.0,-79.0,,-82.0,,
1_5,in,-83.0,-78.0,,,,
1_5,in,-79.0,-77.0,-76.0,,-84.0,
1_5,in,-79.0,-78.0,-76.0,,-83.0,
1_5,in,-83.0,,,,,
1_5,in,-80.0,-80.0,-74.0,-82.0,-86.0,-94.0
1_5,in,-86.0,-77.0,,,-84.0,
1_5,in,-82.0,,,,-85.0,
1_5,in,-84.0,,-74.0,-82.0,-87.0,-94.0
1_5,in,-86.0,-79.0,,-85.0,-87.0,-96.0
1_5,in,-82.0,-77.0,,-87.0,,
1_5,in,-82.0,,-76.0,-83.0,-87.0,
1_5,in,,-79.0,,-83.0,-84.0,
1_5,in,-82.0,-79.0,,,,
1_5,in,-83.0,-80.0,,-84.0,-84.0,
1_5,in,,-77.0,,-83.0,-86.0,
1_5,in,-83.0,,,,-93.0,
1_5,in,-84.0,-78.0,,-83.0,-87.0,
1_5,in,-85.0,,,-82.0,,
1_5,in,-85.0,-76.0,,-89.0,,
1_5,in,-80.0,-76.0,,,-86.0,
1_5,in,-82.0,-77.0,,,-87.0,
1_5,in,-82.0,-80.0,,-83.0,,
1_5,in,-81.0,-77.0,,-84.0,,-93.0
1_5,in,-81.0,,,-85.0,-94.0,-98.0
1_5,in,-82.0,-76.0,,,,-95.0
1_5,in,,-80.0,,,-94.0,
1_5,in,-80.0,-90.0,,-77.0,-87.0,-91.0
1_5,in,-85.0,-83.0,,-78.0,-87.0,-92.0
1_5,in,-81.0,-81.0,,-78.0,-89.0,-94.0
1_5,in,-80.0,-80.0,,-82.0,,
1_5,in,,-82.0,,-81.0,-87.0,
1_5,in,-81.0,,,,,
1_5,in,-86.0,-83.0,,-81.0,-89.0,
1_5,in,-86.0,,,-78.0,-88.0,
1_5,in,-86.0,-82.0,,-78.0,-87.0,-93.0
1_5,in,-86.0,-84.0,,-78.0,-88.0,
1_5,in,-81.0,-81.0,,-77.0,-87.0,
1_5,in,-80.0,-83.0,,-78.0,-85.0,
1_5,in,-86.0,-84.0,,-78.0,-87.0,-93.0
1_5,in,-85.0,-80.0,,-78.0,-94.0,-94.0
1_5,in,-84.0,-81.0,,-81.0,,-93.0
1_5,in,-81.0,-81.0,,-78.0,-93.0,
1_5,in,-81.0,-80.0,,-78.0,-86.0,
1_5,in,-85.0,-82.0,,-82.0,-86.0,-92.0
1_5,in,-80.0,-84.0,,,,
1_5,in,-81.0,-84.0,,-81.0,,-91.0
1_5,in,-85.0,-81.0,,-79.0,,
1_5,in,-81.0,,,-78.0,-87.0,
1_5,in,-85.0,-84.0,,-79.0,-87.0,
1_5,in,-81.0,-85.0,,-82.0,-86.0,
1_5,in,,-85.0,-74.0,-81.0,,
1_5,in,-86.0,-85.0,,,,
1_5,in,-85.0,-84.0,,,,
1_5,in,-85.0,-84.0,-74.0,-78.0,,-92.0
